run,pop,Herbicide,Dose,rep,ve,surv,bio,ve_red,bio_red,selected
1,A87,Glyphosate,1x,8,9,1,2.6713,0.1,1.00E-10,x
1,A87,Glyphosate,3x,1,5,1,0.2525,0.5,0.876386067,x
1,A87,Glyphosate,3x,2,4,0,0.1149,0.6,0.943749541,x
1,A87,Glyphosate,3x,3,7,1,0.6838,0.3,0.665238783,x
1,A87,Glyphosate,3x,4,5,1,0.2862,0.5,0.859887891,x
1,A87,Glyphosate,3x,5,8,1,1.5485,0.2,0.241916138,x
1,A87,Glyphosate,3x,6,3,0,0.1263,0.7,0.938168556,x
1,A87,Glyphosate,3x,7,1,0,0,0.9,1,x
1,A87,Glyphosate,3x,8,1,0,0,0.9,1,x
1,A88,Glyphosate,1x,1,9,1,3.0921,0.1,0.001090301,
1,A88,Glyphosate,1x,2,9,1,4.2935,0.1,1.00E-10,
1,A88,Glyphosate,1x,3,8,1,3.4903,0.2,1.00E-10,
1,A88,Glyphosate,1x,4,9,1,3.7602,0.1,1.00E-10,
1,A88,Glyphosate,1x,5,9,1,3.0131,0.1,0.026611425,
1,A88,Glyphosate,1x,6,6,1,0.8188,0.4,0.735484861,
1,A88,Glyphosate,1x,7,9,1,3.0645,0.1,0.010006542,
1,A88,Glyphosate,1x,8,6,1,0.5052,0.4,0.83679403,
1,A88,Glyphosate,3x,1,7,1,2.1783,0.3,0.296295399,
1,A88,Glyphosate,3x,2,8,1,2.7295,0.2,0.118229028,
1,A88,Glyphosate,3x,3,5,1,0.2544,0.5,0.917815521,
1,A88,Glyphosate,3x,4,9,1,2.6389,0.1,0.147497557,
1,A88,Glyphosate,3x,5,8,1,3.0874,0.2,0.002608647,
1,A88,Glyphosate,3x,6,8,1,2.926,0.2,0.054749271,
1,A88,Glyphosate,3x,7,8,1,3.9355,0.2,1.00E-10,
1,A88,Glyphosate,3x,8,8,1,           ,0.2,,
1,A89,Glyphosate,1x,1,1,0,0,0.9,1,
1,A89,Glyphosate,1x,2,7,1,0.7895,0.3,0.754304342,
1,A89,Glyphosate,1x,3,9,1,2.1362,0.1,0.335205745,
1,A89,Glyphosate,1x,4,7,1,1.1788,0.3,0.633152576,
1,A89,Glyphosate,1x,5,8,1,1.4874,0.2,0.537114982,
1,A89,Glyphosate,1x,6,9,1,2.7515,0.1,0.143721846,
1,A89,Glyphosate,1x,7,9,1,3.4172,0.1,1.00E-10,
1,A89,Glyphosate,1x,8,6,1,0.4831,0.4,0.849657287,
1,A89,Glyphosate,3x,1,7,1,1.4983,0.3,0.533722857,
1,A89,Glyphosate,3x,2,2,0,0.0765,0.8,0.976192884,
1,A89,Glyphosate,3x,3,8,1,3.0464,0.2,0.051947749,
1,A89,Glyphosate,3x,4,6,1,0.6346,0.4,0.802509861,
1,A89,Glyphosate,3x,5,8,1,2.9442,0.2,0.083752811,
1,A89,Glyphosate,3x,6,8,1,0.7549,0.2,0.765072005,
1,A89,Glyphosate,3x,7,8,1,2.0473,0.2,0.362871792,
1,A89,Glyphosate,3x,8,9,1,2.4198,0.1,0.246948255,
1,A90,Glyphosate,1x,1,8,1,1.8695,0.2,0.402624999,x
1,A90,Glyphosate,1x,2,4,0,0.4036,0.6,0.871034742,x
1,A90,Glyphosate,1x,3,9,1,4.1005,0.1,1.00E-10,x
1,A90,Glyphosate,1x,4,9,1,2.2589,0.1,0.278197171,x
1,A90,Glyphosate,1x,5,9,1,2.287,0.1,0.269218172,x
1,A90,Glyphosate,1x,6,9,1,1.3797,0.1,0.559134373,x
1,A90,Glyphosate,1x,7,9,1,1.8042,0.1,0.423490785,x
1,A90,Glyphosate,1x,8,9,1,2.2153,0.1,0.292128997,x
1,A90,Glyphosate,3x,1,8,1,1.6085,0.2,0.486024237,x
1,A90,Glyphosate,3x,2,2,0,0.0884,0.8,0.971752902,x
1,A90,Glyphosate,3x,3,4,0,0.1913,0.6,0.938872513,x
1,A90,Glyphosate,3x,4,7,1,0.7472,0.3,0.761241722,x
1,A90,Glyphosate,3x,5,8,1,1.4686,0.2,0.530727507,x
1,A90,Glyphosate,3x,6,8,1,1.1768,0.2,0.623968494,x
1,A90,Glyphosate,3x,7,7,1,0.6683,0.3,0.786453216,x
1,A90,Glyphosate,3x,8,9,1,3.0044,0.1,0.039982106,x
2,A1,Glyphosate,1x,1,8,1,3.3465,0.2,0.145499927,
2,A1,Glyphosate,1x,2,9,1,1.9455,0.1,0.503233261,
2,A1,Glyphosate,1x,3,7,1,0.38,0.3,0.902970259,
2,A1,Glyphosate,1x,4,8,1,1.3171,0.2,0.663689811,
2,A1,Glyphosate,1x,5,8,1,3.0633,0.2,0.217812618,
2,A1,Glyphosate,1x,6,9,1,3.6492,0.1,0.068208078,
2,A1,Glyphosate,1x,7,9,1,4.7258,0.1,1.00E-10,
2,A1,Glyphosate,1x,8,4,0,0.178,0.6,0.954549227,
2,A1,Glyphosate,3x,1,7,1,0.5722,0.3,0.853893638,
2,A1,Glyphosate,3x,2,1,0,0,0.9,1,
2,A1,Glyphosate,3x,3,8,1,3.2361,0.2,0.17368962,
2,A1,Glyphosate,3x,4,7,1,0.442,0.3,0.887139091,
2,A1,Glyphosate,3x,5,4,0,0.0755,0.6,0.980721723,
2,A1,Glyphosate,3x,6,8,1,2.8676,0.2,0.267782934,
2,A1,Glyphosate,3x,7,1,0,0,0.9,1,
2,A1,Glyphosate,3x,8,3,0,0.0476,0.7,0.987845748,
2,A2,Glyphosate,1x,1,9,1,3.0577,0.1,1.00E-10,
2,A2,Glyphosate,1x,2,4,0,0.1104,0.6,0.962511461,
2,A2,Glyphosate,1x,3,8,1,4.4377,0.2,1.00E-10,
2,A2,Glyphosate,1x,4,9,1,4.898,0.1,1.00E-10,
2,A2,Glyphosate,1x,5,9,1,4.5692,0.1,1.00E-10,
2,A2,Glyphosate,1x,6,9,1,4.4034,0.1,1.00E-10,
2,A2,Glyphosate,1x,7,8,1,1.6986,0.2,0.423206221,
2,A2,Glyphosate,1x,8,7,1,1.3397,0.3,0.545077931,
2,A2,Glyphosate,3x,1,1,0,0,0.9,1,
2,A2,Glyphosate,3x,2,7,1,0.6042,0.3,0.794831743,
2,A2,Glyphosate,3x,3,7,1,0.233,0.3,0.920880166,
2,A2,Glyphosate,3x,4,6,1,0.2287,0.4,0.922340317,
2,A2,Glyphosate,3x,5,5,1,0.202,0.5,0.931406839,
2,A2,Glyphosate,3x,6,7,1,0.4956,0.3,0.831709056,
2,A2,Glyphosate,3x,7,8,1,2.2505,0.2,0.23579748,
2,A2,Glyphosate,3x,8,9,1,3.6704,0.1,1.00E-10,
2,A3,Glyphosate,1x,1,8,1,2.1466,0.2,0.256575871,
2,A3,Glyphosate,1x,2,9,1,4.9285,0.1,1.00E-10,
2,A3,Glyphosate,1x,3,9,1,3.5336,0.1,1.00E-10,
2,A3,Glyphosate,1x,4,8,1,3.0694,0.2,1.00E-10,
2,A3,Glyphosate,1x,5,8,1,4.1044,0.2,1.00E-10,
2,A3,Glyphosate,1x,6,9,1,3.4315,0.1,1.00E-10,
2,A3,Glyphosate,1x,7,8,1,4.0146,0.2,1.00E-10,
2,A3,Glyphosate,1x,8,8,1,3.2316,0.2,1.00E-10,
2,A3,Glyphosate,3x,1,9,1,4.3483,0.1,1.00E-10,
2,A3,Glyphosate,3x,2,8,1,2.9624,0.2,1.00E-10,
2,A3,Glyphosate,3x,3,8,1,2.606,0.2,0.097473549,
2,A3,Glyphosate,3x,4,7,1,1.429,0.3,0.505099655,
2,A3,Glyphosate,3x,5,8,1,4.7191,0.2,1.00E-10,
2,A3,Glyphosate,3x,6,8,1,5.0359,0.2,1.00E-10,
2,A3,Glyphosate,3x,7,1,0,0,0.9,1,
2,A3,Glyphosate,3x,8,7,1,1.1837,0.3,0.590053507,
2,A5,Glyphosate,1x,1,1,0,0,0.9,1,
2,A5,Glyphosate,1x,2,8,1,3.1585,0.2,0.275909698,
2,A5,Glyphosate,1x,3,9,1,3.3435,0.1,0.233498203,
2,A5,Glyphosate,1x,4,8,1,5.1975,0.2,1.00E-10,
2,A5,Glyphosate,1x,5,8,1,2.1305,0.2,0.511580057,
2,A5,Glyphosate,1x,6,9,1,6.4242,0.1,1.00E-10,
2,A5,Glyphosate,1x,7,9,1,2.5298,0.1,0.420040004,
2,A5,Glyphosate,1x,8,9,1,4.7894,0.1,1.00E-10,
2,A5,Glyphosate,3x,1,7,1,0.716,0.3,0.835856053,
2,A5,Glyphosate,3x,2,5,1,0.5672,0.5,0.86996865,
2,A5,Glyphosate,3x,3,1,0,0,0.9,1,
2,A5,Glyphosate,3x,4,7,1,0.543,0.3,0.875516532,
2,A5,Glyphosate,3x,5,9,1,5.1388,0.1,1.00E-10,
2,A5,Glyphosate,3x,6,7,1,1.1825,0.3,0.728910311,
2,A5,Glyphosate,3x,7,8,1,2.2005,0.2,0.495532465,
2,A5,Glyphosate,3x,8,3,0,0.1566,0.7,0.964099243,
2,A6,Glyphosate,1x,1,9,1,4.6929,0.1,1.00E-10,
2,A6,Glyphosate,1x,2,9,1,5.8396,0.1,1.00E-10,
2,A6,Glyphosate,1x,3,8,1,5.5106,0.2,1.00E-10,
2,A6,Glyphosate,1x,4,9,1,5.0366,0.1,1.00E-10,
2,A6,Glyphosate,1x,5,9,1,5.8405,0.1,1.00E-10,
2,A6,Glyphosate,1x,6,8,1,1.9222,0.2,0.530076153,
2,A6,Glyphosate,1x,7,8,1,5.2574,0.2,1.00E-10,
2,A6,Glyphosate,1x,8,8,1,2.0674,0.2,0.494578836,
2,A6,Glyphosate,3x,1,8,1,3.904,0.2,0.045581782,
2,A6,Glyphosate,3x,2,8,1,2.9774,0.2,0.272109426,
2,A6,Glyphosate,3x,3,9,1,6.2685,0.1,1.00E-10,
2,A6,Glyphosate,3x,4,8,1,2.1677,0.2,0.470058307,
2,A6,Glyphosate,3x,5,8,1,2.8032,0.2,0.314696427,
2,A6,Glyphosate,3x,6,8,1,3.5005,0.2,0.144226185,
2,A6,Glyphosate,3x,7,8,1,1.9716,0.2,0.517999242,
2,A6,Glyphosate,3x,8,8,1,4.0252,0.2,0.01595179,
2,A7,Glyphosate,1x,1,7,1,0.7104,0.3,0.789112769,
2,A7,Glyphosate,1x,2,8,1,1.2157,0.2,0.639110913,
2,A7,Glyphosate,1x,3,8,1,2.325,0.2,0.309807414,
2,A7,Glyphosate,1x,4,8,1,1.184,0.2,0.648521281,
2,A7,Glyphosate,1x,5,8,1,1.6738,0.2,0.50312071,
2,A7,Glyphosate,1x,6,7,1,0.6254,0.3,0.814345616,
2,A7,Glyphosate,1x,7,8,1,2.5298,0.2,0.249011095,
2,A7,Glyphosate,1x,8,9,1,4.1178,0.1,1.00E-10,
2,A7,Glyphosate,3x,1,7,1,0.448,0.3,0.867008052,
2,A7,Glyphosate,3x,2,7,1,0.8732,0.3,0.740784445,
2,A7,Glyphosate,3x,3,8,1,2.2471,0.2,0.332932576,
2,A7,Glyphosate,3x,4,7,1,0.6344,0.3,0.811673903,
2,A7,Glyphosate,3x,5,8,1,0.4663,0.2,0.861575569,
2,A7,Glyphosate,3x,6,5,1,0.4785,0.5,0.857953913,
2,A7,Glyphosate,3x,7,1,0,0,0.9,1,
2,A7,Glyphosate,3x,8,8,1,1.5321,0.2,0.54518535,
2,A8,Glyphosate,1x,1,9,1,4.3682,0.1,1.00E-10,x
2,A8,Glyphosate,1x,2,5,1,0.4955,0.5,0.802154144,x
2,A8,Glyphosate,1x,3,8,1,2.9778,0.2,1.00E-10,x
2,A8,Glyphosate,1x,4,7,1,1.5509,0.3,0.38074846,x
2,A8,Glyphosate,1x,5,8,1,1.4486,0.2,0.421595344,x
2,A8,Glyphosate,1x,6,9,1,5.739,0.1,1.00E-10,x
2,A8,Glyphosate,1x,7,8,1,2.7336,0.2,1.00E-10,x
2,A8,Glyphosate,1x,8,4,0,0.2967,0.6,0.881532058,x
2,A8,Glyphosate,3x,1,7,1,0.904,0.3,0.639046108,x
2,A8,Glyphosate,3x,2,8,1,4.9421,0.2,1.00E-10,x
2,A8,Glyphosate,3x,3,8,1,3.9671,0.2,1.00E-10,x
2,A8,Glyphosate,3x,4,5,1,0.4205,0.5,0.83210054,x
2,A8,Glyphosate,3x,5,1,0,0,0.9,1,x
2,A8,Glyphosate,3x,6,7,1,2.469,0.3,0.014164645,x
2,A8,Glyphosate,3x,7,5,1,0.1842,0.5,0.926451652,x
2,A8,Glyphosate,3x,8,8,1,6.6059,0.2,1.00E-10,x
2,A9,Glyphosate,1x,1,8,1,3.2288,0.2,0.268355965,x
2,A9,Glyphosate,1x,2,5,1,0.252,0.5,0.94289696,x
2,A9,Glyphosate,1x,3,4,0,0.373,0.6,0.915478436,x
2,A9,Glyphosate,1x,4,9,1,3.9185,0.1,0.112070382,x
2,A9,Glyphosate,1x,5,2,0,0.1065,0.8,0.975867168,x
2,A9,Glyphosate,1x,6,9,1,6.0289,0.1,1.00E-10,x
2,A9,Glyphosate,1x,7,2,0,0.1561,0.8,0.964627839,x
2,A9,Glyphosate,1x,8,,,,,,x
2,A9,Glyphosate,3x,1,7,1,1.2698,0.3,0.712264124,x
2,A9,Glyphosate,3x,2,1,0,0,0.9,1,x
2,A9,Glyphosate,3x,3,7,1,2.165,0.3,0.509412371,x
2,A9,Glyphosate,3x,4,7,1,2.7697,0.3,0.372387734,x
2,A9,Glyphosate,3x,5,3,0,0.117,0.7,0.973487874,x
2,A9,Glyphosate,3x,6,8,1,5.5515,0.2,1.00E-10,x
2,A9,Glyphosate,3x,7,3,0,0.161,0.7,0.963517502,x
2,A9,Glyphosate,3x,8,3,0,0.109,0.7,0.975300669,x
2,A10,Glyphosate,1x,1,8,1,2.1497,0.2,0.304928422,
2,A10,Glyphosate,1x,2,9,1,4.4409,0.1,1.00E-10,
2,A10,Glyphosate,1x,3,3,0,0.0844,0.7,0.972710592,
2,A10,Glyphosate,1x,4,9,1,3.2449,0.1,1.00E-10,
2,A10,Glyphosate,1x,5,9,1,3.4705,0.1,1.00E-10,
2,A10,Glyphosate,1x,6,8,1,1.5894,0.2,0.486092587,
2,A10,Glyphosate,1x,7,8,1,2.8438,0.2,0.080502138,
2,A10,Glyphosate,1x,8,3,0,0.1322,0.7,0.957255216,
2,A10,Glyphosate,3x,1,5,1,0.3772,0.5,0.878038331,
2,A10,Glyphosate,3x,2,7,1,1.2436,0.3,0.597901561,
2,A10,Glyphosate,3x,3,7,1,0.6933,0.3,0.775832384,
2,A10,Glyphosate,3x,4,1,0,0,0.9,1,
2,A10,Glyphosate,3x,5,1,0,0,0.9,1,
2,A10,Glyphosate,3x,6,1,0,0,0.9,1,
2,A10,Glyphosate,3x,7,3,0,0.1258,0.7,0.959324555,
2,A10,Glyphosate,3x,8,3,0,0.1811,0.7,0.941444172,
2,A11,Glyphosate,1x,1,3,0,0.0853,0.7,0.977663287,x
2,A11,Glyphosate,1x,2,8,1,3.325,0.2,0.129313336,x
2,A11,Glyphosate,1x,3,8,1,2.2821,0.2,0.402407809,x
2,A11,Glyphosate,1x,4,2,0,0.0882,0.8,0.976903891,x
2,A11,Glyphosate,1x,5,8,1,2.8206,0.2,0.261395848,x
2,A11,Glyphosate,1x,6,8,1,2.7272,0.2,0.285853633,x
2,A11,Glyphosate,1x,7,8,1,1.0979,0.2,0.712503191,x
2,A11,Glyphosate,1x,8,4,0,0.2307,0.6,0.939588748,x
2,A11,Glyphosate,3x,1,8,1,1.4705,0.2,0.614933913,x
2,A11,Glyphosate,3x,2,8,1,1.7023,0.2,0.554234614,x
2,A11,Glyphosate,3x,3,4,0,0.1958,0.6,0.948727685,x
2,A11,Glyphosate,3x,4,1,0,0,0.9,1,x
2,A11,Glyphosate,3x,5,6,1,0.4301,0.4,0.887373734,x
2,A11,Glyphosate,3x,6,8,1,5.0847,0.2,1.00E-10,x
2,A11,Glyphosate,3x,7,8,1,1.5605,0.2,0.591366454,x
2,A11,Glyphosate,3x,8,3,0,0.064,0.7,0.983240918,x
2,A12,Glyphosate,1x,1,5,1,0.3194,0.5,0.936141393,
2,A12,Glyphosate,1x,2,7,1,0.5787,0.3,0.88429876,
2,A12,Glyphosate,1x,3,9,1,4.6433,0.1,0.071650997,
2,A12,Glyphosate,1x,4,8,1,1.0191,0.2,0.796248257,
2,A12,Glyphosate,1x,5,1,0,0,0.9,1,
2,A12,Glyphosate,1x,6,8,1,1.8493,0.2,0.630263862,
2,A12,Glyphosate,1x,7,9,1,3.44,0.1,0.312230403,
2,A12,Glyphosate,1x,8,9,1,4.358,0.1,0.128691888,
2,A12,Glyphosate,3x,1,7,1,0.6842,0.3,0.863205826,
2,A12,Glyphosate,3x,2,8,1,3.9145,0.2,0.217362184,
2,A12,Glyphosate,3x,3,3,0,0.2022,0.7,0.959573543,
2,A12,Glyphosate,3x,4,8,1,3.4507,0.2,0.31009112,
2,A12,Glyphosate,3x,5,8,1,3.7334,0.2,0.253570054,
2,A12,Glyphosate,3x,6,2,0,0.0245,0.8,0.995101641,
2,A12,Glyphosate,3x,7,8,1,3.345,0.2,0.33122404,
2,A12,Glyphosate,3x,8,6,1,0.3236,0.4,0.935301674,
2,A13,Glyphosate,1x,1,6,1,0.9664,0.4,0.787953922,
2,A13,Glyphosate,1x,2,5,1,0.2916,0.5,0.936017554,
2,A13,Glyphosate,1x,3,3,0,0.2305,0.7,0.949424026,
2,A13,Glyphosate,1x,4,2,0,0.0304,0.8,0.993329676,
2,A13,Glyphosate,1x,5,8,1,1.3292,0.2,0.708348876,
2,A13,Glyphosate,1x,6,9,1,4.0051,0.1,0.121206802,
2,A13,Glyphosate,1x,7,7,1,0.5207,0.3,0.885748766,
2,A13,Glyphosate,1x,8,2,0,0.0958,0.8,0.978979704,
2,A13,Glyphosate,3x,1,3,0,0.1333,0.7,0.970751509,
2,A13,Glyphosate,3x,2,3,0,0.1945,0.7,0.957323094,
2,A13,Glyphosate,3x,3,8,1,2.2879,0.2,0.49799232,
2,A13,Glyphosate,3x,4,8,1,3.9698,0.2,0.128952277,
2,A13,Glyphosate,3x,5,1,0,0,0.9,1,
2,A13,Glyphosate,3x,6,7,1,0.8166,0.3,0.82082282,
2,A13,Glyphosate,3x,7,7,1,1.5346,0.3,0.663280307,
2,A13,Glyphosate,3x,8,1,0,0,0.9,1,
2,A14,Glyphosate,1x,1,2,0,0.0736,0.8,0.987491237,
2,A14,Glyphosate,1x,2,8,1,5.4246,0.2,0.078056553,
2,A14,Glyphosate,1x,3,7,1,0.8905,0.3,0.848654161,
2,A14,Glyphosate,1x,4,1,0,0,0.9,1,
2,A14,Glyphosate,1x,5,8,1,2.0657,0.2,0.648921842,
2,A14,Glyphosate,1x,6,8,1,4.6984,0.2,0.201478617,
2,A14,Glyphosate,1x,7,1,0,0,0.9,1,
2,A14,Glyphosate,1x,8,8,1,3.6118,0.2,0.386152833,
2,A14,Glyphosate,3x,1,8,1,0.3989,0.2,0.932204542,
2,A14,Glyphosate,3x,2,2,0,0.0382,0.8,0.99350768,
2,A14,Glyphosate,3x,3,5,1,0.4123,0.5,0.929927131,
2,A14,Glyphosate,3x,4,7,1,0.5835,0.3,0.90083066,
2,A14,Glyphosate,3x,5,6,1,0.2195,0.4,0.962694653,
2,A14,Glyphosate,3x,6,8,1,3.5148,0.2,0.402638567,
2,A14,Glyphosate,3x,7,7,1,0.9004,0.3,0.846971596,
2,A14,Glyphosate,3x,8,8,1,3.6055,0.2,0.387223556,
2,A15,Glyphosate,1x,1,9,1,4.1661,0.1,0.189202602,x
2,A15,Glyphosate,1x,2,8,1,3.726,0.2,0.274853915,x
2,A15,Glyphosate,1x,3,8,1,4.0025,0.2,0.221042081,x
2,A15,Glyphosate,1x,4,8,1,3.3509,0.2,0.347855068,x
2,A15,Glyphosate,1x,5,8,1,3.1467,0.2,0.387596032,x
2,A15,Glyphosate,1x,6,9,1,4.6787,0.1,0.089441495,x
2,A15,Glyphosate,1x,7,8,1,2.4295,0.2,0.527175949,x
2,A15,Glyphosate,1x,8,8,1,3.9051,0.2,0.239997859,x
2,A15,Glyphosate,3x,1,8,1,2.2489,0.2,0.562323932,x
2,A15,Glyphosate,3x,2,1,0,0,0.9,1,x
2,A15,Glyphosate,3x,3,7,1,0.6485,0.3,0.873790329,x
2,A15,Glyphosate,3x,4,8,1,3.0777,0.2,0.401024663,x
2,A15,Glyphosate,3x,5,2,0,0.0795,0.8,0.984527881,x
2,A15,Glyphosate,3x,6,3,0,0.4366,0.7,0.91502985,x
2,A15,Glyphosate,3x,7,7,1,2.6594,0.3,0.482433307,x
2,A15,Glyphosate,3x,8,3,0,0.0895,0.7,0.982581703,x
2,A16,Glyphosate,1x,1,7,1,0.6882,0.3,0.822745361,
2,A16,Glyphosate,1x,2,9,1,4.2202,0.1,1.00E-10,
2,A16,Glyphosate,1x,3,7,1,3.3398,0.3,0.139792147,
2,A16,Glyphosate,1x,4,8,1,4.8209,0.2,1.00E-10,
2,A16,Glyphosate,1x,5,8,1,3.8881,0.2,1.00E-10,
2,A16,Glyphosate,1x,6,8,1,3.6659,0.2,0.055800956,
2,A16,Glyphosate,1x,7,8,1,5.2581,0.2,1.00E-10,
2,A16,Glyphosate,1x,8,6,1,1.4531,0.4,0.625735663,
2,A16,Glyphosate,3x,1,5,1,0.4126,0.5,0.893729637,
2,A16,Glyphosate,3x,2,8,1,2.8976,0.2,0.253686366,
2,A16,Glyphosate,3x,3,8,1,1.492,0.2,0.615716475,
2,A16,Glyphosate,3x,4,8,1,4.5757,0.2,1.00E-10,
2,A16,Glyphosate,3x,5,1,0,0,0.9,1,
2,A16,Glyphosate,3x,6,8,1,5.2374,0.2,1.00E-10,
2,A16,Glyphosate,3x,7,6,1,1.5889,0.4,0.590758651,
2,A16,Glyphosate,3x,8,7,1,1.491,0.3,0.615974038,
2,A17,Glyphosate,1x,1,9,1,5.0078,0.1,1.00E-10,x
2,A17,Glyphosate,1x,2,8,1,0.6029,0.2,0.878933312,x
2,A17,Glyphosate,1x,3,8,1,3.6357,0.2,0.269925099,x
2,A17,Glyphosate,1x,4,8,1,2.7431,0.2,0.449165646,x
2,A17,Glyphosate,1x,5,9,1,4.4928,0.1,0.097813209,x
2,A17,Glyphosate,1x,6,8,1,2.3206,0.2,0.534006707,x
2,A17,Glyphosate,1x,7,8,1,1.74,0.2,0.650595394,x
2,A17,Glyphosate,1x,8,9,1,6.5505,0.1,1.00E-10,x
2,A17,Glyphosate,3x,1,8,1,1.3256,0.2,0.733809916,x
2,A17,Glyphosate,3x,2,7,1,3.2036,0.3,0.35669391,x
2,A17,Glyphosate,3x,3,1,0,0,0.9,1,x
2,A17,Glyphosate,3x,4,7,1,1.161,0.3,0.766862788,x
2,A17,Glyphosate,3x,5,7,1,0.7872,0.3,0.841924537,x
2,A17,Glyphosate,3x,6,8,1,5.0851,0.2,1.00E-10,x
2,A17,Glyphosate,3x,7,7,1,0.6492,0.3,0.869635937,x
2,A17,Glyphosate,3x,8,7,1,1.6298,0.3,0.672724352,x
2,A18,Glyphosate,1x,1,6,1,0.3449,0.4,0.894780997,x
2,A18,Glyphosate,1x,2,8,1,2.0726,0.2,0.367709755,x
2,A18,Glyphosate,1x,3,9,1,4.8744,0.1,1.00E-10,x
2,A18,Glyphosate,1x,4,9,1,3.7427,0.1,1.00E-10,x
2,A18,Glyphosate,1x,5,9,1,5.0231,0.1,1.00E-10,x
2,A18,Glyphosate,1x,6,9,1,4.4069,0.1,1.00E-10,x
2,A18,Glyphosate,1x,7,9,1,4.5686,0.1,1.00E-10,x
2,A18,Glyphosate,1x,8,9,1,4.6603,0.1,1.00E-10,x
2,A18,Glyphosate,3x,1,9,1,5.0169,0.1,1.00E-10,x
2,A18,Glyphosate,3x,2,9,1,4.422,0.1,1.00E-10,x
2,A18,Glyphosate,3x,3,9,1,6.2411,0.1,1.00E-10,x
2,A18,Glyphosate,3x,4,7,1,0.6206,0.3,0.810672911,x
2,A18,Glyphosate,3x,5,9,1,5.3359,0.1,1.00E-10,x
2,A18,Glyphosate,3x,6,9,1,5.2213,0.1,1.00E-10,x
2,A18,Glyphosate,3x,7,8,1,5.026,0.2,1.00E-10,x
2,A18,Glyphosate,3x,8,3,0,0.2072,0.7,0.93678928,x
2,A19,Glyphosate,1x,1,1,0,0,0.9,1,
2,A19,Glyphosate,1x,2,1,0,0,0.9,1,
2,A19,Glyphosate,1x,3,8,1,2.7118,0.2,0.442154201,
2,A19,Glyphosate,1x,4,1,0,0,0.9,1,
2,A19,Glyphosate,1x,5,7,1,2.2423,0.3,0.538735292,
2,A19,Glyphosate,1x,6,8,1,4.1116,0.2,0.154200609,
2,A19,Glyphosate,1x,7,8,1,1.7133,0.2,0.647556159,
2,A19,Glyphosate,1x,8,9,1,3.7933,0.1,0.219678269,
2,A19,Glyphosate,3x,1,4,0,0.184,0.6,0.962149264,
2,A19,Glyphosate,3x,2,1,0,0,0.9,1,
2,A19,Glyphosate,3x,3,7,1,0.5288,0.3,0.891220275,
2,A19,Glyphosate,3x,4,1,0,0,0.9,1,
2,A19,Glyphosate,3x,5,1,0,0,0.9,1,
2,A19,Glyphosate,3x,6,4,0,0.2414,0.6,0.95034148,
2,A19,Glyphosate,3x,7,4,0,0.3555,0.6,0.926869909,
2,A19,Glyphosate,3x,8,8,1,1.4596,0.2,0.699744919,
2,A20,Glyphosate,1x,1,2,0,0.0202,0.8,0.993936711,x
2,A20,Glyphosate,1x,2,2,0,0.1931,0.8,0.942038556,x
2,A20,Glyphosate,1x,3,2,0,0.0883,0.8,0.973495621,x
2,A20,Glyphosate,1x,4,3,0,0.1545,0.7,0.953624842,x
2,A20,Glyphosate,1x,5,3,0,0.1108,0.7,0.966741958,x
2,A20,Glyphosate,1x,6,2,0,0.0498,0.8,0.985051891,x
2,A20,Glyphosate,1x,7,2,0,0.0746,0.8,0.977607852,x
2,A20,Glyphosate,1x,8,2,0,0.0581,0.8,0.982560539,x
2,A20,Glyphosate,3x,1,1,0,0,0.9,1,x
2,A20,Glyphosate,3x,2,1,0,0,0.9,1,x
2,A20,Glyphosate,3x,3,1,0,0,0.9,1,x
2,A20,Glyphosate,3x,4,1,0,0,0.9,1,x
2,A20,Glyphosate,3x,5,1,0,0,0.9,1,x
2,A20,Glyphosate,3x,6,1,0,0,0.9,1,x
2,A20,Glyphosate,3x,7,1,0,0,0.9,1,x
2,A20,Glyphosate,3x,8,1,0,0,0.9,1,x
2,A21,Glyphosate,1x,1,9,1,5.5637,0.1,1.00E-10,
2,A21,Glyphosate,1x,2,9,1,4.8839,0.1,1.00E-10,
2,A21,Glyphosate,1x,3,9,1,4.2774,0.1,1.00E-10,
2,A21,Glyphosate,1x,4,9,1,4.176,0.1,1.00E-10,
2,A21,Glyphosate,1x,5,6,1,0.366,0.4,0.91175992,
2,A21,Glyphosate,1x,6,8,1,1.4792,0.2,0.643375063,
2,A21,Glyphosate,1x,7,8,1,1.7899,0.2,0.568467431,
2,A21,Glyphosate,1x,8,9,1,6.1887,0.1,1.00E-10,
2,A21,Glyphosate,3x,1,7,1,0.4669,0.3,0.887433624,
2,A21,Glyphosate,3x,2,8,1,4.0971,0.2,0.012217394,
2,A21,Glyphosate,3x,3,8,1,1.3246,0.2,0.680648058,
2,A21,Glyphosate,3x,4,4,0,0.2351,0.6,0.943319008,
2,A21,Glyphosate,3x,5,7,1,0.4336,0.3,0.895462025,
2,A21,Glyphosate,3x,6,8,1,4.5064,0.2,1.00E-10,
2,A21,Glyphosate,3x,7,8,1,4.5,0.2,1.00E-10,
2,A21,Glyphosate,3x,8,8,1,2.7943,0.2,0.326313505,
2,A22,Glyphosate,1x,1,9,1,6.2881,0.1,1.00E-10,x
2,A22,Glyphosate,1x,2,8,1,1.6795,0.2,0.697148653,x
2,A22,Glyphosate,1x,3,9,1,4.3775,0.1,0.210639017,x
